c1,c2,c3,c4,c5,c6,c7
61986CO0119,Order of the President of the Court of 9 July 1986. , Kingdom of Spain v Council and Commission of the European Communities. , Viticultural products - General rules and adetailed rules for the application of the supplementary trade mechanism provided for in the Act of Accession of the Kingdom of Spain. , Case 119/86 R.
61986CO0055,Order of the President of the Court of 22 April 1986. , Asociación Provincial de Armadores de Buques de Pesca de Gran Sol de Pontevedra (Arposol) v Council of the European Communities. , Fishing - Measures implementing the Act of Accession of Spain and Portugal. , Case 55/86 R.
61983CO0114,Order of the President of the Court of 12 July 1983. , Société d'initiatives et de coopération agricole and Société interprofessionnelle des producteurs et expéditeurs de fruits et légumes v Commission of the European Communities. , Interim measures - New potatoes. , Case 114/83 R.
61981CO0041,Order of the President of the Court of 20 March 1981. , Metallurgiki Halyps SA v Commission of the European Communities. , System for production quotas of steel; Greek producers. , Case 41/81 R.
62012CO0546(01),Order of the Court (Tenth Chamber) of 14 June 2017.,Community Plant Variety Office v Ralf Schräder.,Taxation of costs.,Case C-546/12 P-DEP.
62016CO0176,Order of the Court (Eighth Chamber) of 6 April 2017.,Proforec Srl v European Commission.,Appeal — Article 181 of the Rules of Procedure of the Court of Justice — Register of protected designations of origin and protected geographical indications — Regulation (EU) No 1151/2012 — Registration of the name ‘Focaccia di Recco col formaggio (IPG)’ — Lack of legal interest in bringing proceedings.,Case C-176/16 P.
62016CO0446,Order of the Court (Ninth Chamber) of 7 February 2017.,Kohrener Landmolkerei GmbH and DHG Deutsche Heumilchgesellschaft mbH v European Commission.,Appeal — Regulation (EU) No 1151/2012 — Quality schemes for agricultural products and foodstuffs — Traditional specialities guaranteed — Notice of opposition lodged out of time by the competent national authorities — Article 181 of the Rules of Procedure of the Court of Justice — Appeal manifestly unfounded.,Case C-446/16 P.
62016CO0280,Order of the Court (Sixth Chamber) of 12 January 2017.,Amrita Soc. coop. arl and Others v European Commission.,Appeal — Article 181 of the Rules of Procedure of the Court of Justice — Protection of plant health — Directive 2000/29/EC — Protection against the introduction into and spread within the European Union of organisms harmful to plants or plant products — Implementing Decision (EU) 2015/789 — Measures to prevent the introduction into and the spread within the Union of Xylella fastidiosa (Wells and Raju) — Action for annulment — Fourth paragraph of Article 263 TFEU — Regulatory act — Implementing measures — Person individually concerned.,Case C-280/16 P.
62012CO0546,Order of the Court (Tenth Chamber) of 20 July 2016.,Jørn Hansson v Ralf Schräder.,Taxation of costs.,Case C-546/12 P-DEP.
62016CO0134(01),Order of the Vice-President of the Court of 14 June 2016.,Chemtura Netherlands BV v European Food Safety Authority.,Appeal — Order for interim measures — Procedure for placing plant protection products on the market — Publication of documents relating to that procedure — Application for confidential treatment of certain information contained in those documents — Rejection — Application for suspension of the decision rejecting the application for confidential treatment and for the grant of other interim measures — Urgency.,Case C-134/16 P(R).
62015CO0462,Order of the Court (Sixth Chamber) of 28 April 2016.,Verners Pudāns v Valsts ieņēmumu dienests&amp;,xd; .,Request for a preliminary ruling from the Augstākā tiesa.,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Common Agricultural Policy — Regulation (EC) No 73/2009 — Direct support schemes — Article 29(1) — Obligation to make payments in full to the beneficiaries — Income tax.,Case C-462/15.
62015CO0227,Order of the Court (Third Chamber) of 21 April 2016.,Jean-Marie Cahier and Others v Council of the European Union and European Commission.,Appeal — Non-contractual liability of the European Union — Regulation (EC) No 1493/1999 — Article 28(1) — Compulsory distillation of the quantities of wine obtained from dual-purpose vine varieties produced in excess of the normal quantity and not exported outside the Union — Regulation (EC) No 1623/2000 — Distillation carried out by the producer himself in his capacity as distiller — Production of spirits with designation of origin.,Case C-227/15 P.
62015CO0152,Order of the Court (Tenth Chamber) of 23 October 2015. , Cruz &amp; Companhia Lda v Instituto de Financiamento da Agricultura e Pescas IP (IFAP) and Caixa Central - Caixa Central de Crédito Agrícola Mútuo CRL. , Reference for a preliminary ruling: Tribunal da Relação de Lisboa - Portugal. , Case C-152/15.
62014CO0519,Order of the Court (Seventh Chamber) of 6 October 2015.,Schutzgemeinschaft Milch und Milcherzeugnisse e.V. v European Commission.,Appeal — Article 181 of the Rules of Procedure of the Court of Justice — Agriculture — Regulation (EC) No 510/2006 — Register of protected designations of origin and protected geographical indications — Registration of the designation ‘Gouda Holland’ — Producers using the name ‘Gouda’ — Absence of a legal interest in bringing proceedings.,Case C-519/14 P.
62014CO0517,Order of the Court (Seventh Chamber) of 6 October 2015.,Schutzgemeinschaft Milch und Milcherzeugnisse e.V. v European Commission.,Appeal — Article 181 of the Rules of Procedure of the Court — Agriculture — Regulation (EC) No 510/2006 — Register of protected designations of origin and protected geographical indications — Registration of the designation ‘Edam Holland’ — Producers using the name ‘edam’ — Absence of a legal interest in bringing proceedings.,Case C-517/14 P.
62014CO0164,Order of the Court (Ninth Chamber) of 24 February 2015. , Pesquerias Riveirenses SL and Others v Council of the European Union. , Case C-164/14 P.
62014CO0070,Order of the Court (Sixth Chamber) of 11 December 2014. , Agrocaramulo - Empreendimentos Agro-Pecuários do Caramulo SA v Instituto de Financiamento da Agricultura e Pescas IP (IFAP). , Reference for a preliminary ruling: Tribunal Administrativo e Fiscal de Viseu - Portugal. , Case C-70/14.
62013CO0304,Order of the Court (Sixth Chamber) of 4 December 2014.,Agenţia de Plăţi şi Intervenţie pentru Agricultură (APIA) – Centrul Judeţean Timiş v Curtea de Conturi a României and Camera de Conturi a Judeţului Timiş.,Reference for a preliminary ruling from Curtea de Apel Timişoara.,Agriculture — Common agricultural policy — Regulation (EC) No 1782/2003 — Direct support schemes — Conditions for the granting of the complementary national direct payments — Condition not provided for by EU legislation — Condition relating to the absence of debt falling due to the State budget and/or local budget on the date of submission of the application for aid — Not permissible.,Case C‑304/13.
62013CO0071,Order of the Court (Ninth Chamber) of 15 July 2014. , Hellenic Republic v European Commission. , Case C-71/13 P.
62013CO0643,Order of the Court (Sixth Chamber) of 17 July 2014. , Melkveebedrijf Overenk BV and Others v European Commission. , Case C-643/13 P.
62012CO0552,Order of the Court (Ninth Chamber) of 19 June 2014. , Hellenic Republic v European Commission. , Case C-552/12 P.
62012CO0248,Order of the Court (Seventh Chamber) of 6 March 2014. , Northern Ireland Department of Agriculture and Rural Development v European Commission. , Appeals - EAGGF; EAGF and EAFRD - Expenditure excluded from European Union financing - Admissibility of an action for annulment - Situation of the appellant who is not directly affected by the decision at issue. , Case C-248/12 P.
62013CO0024,Order of the Court (Ninth Chamber) of 16 January 2014. , Dél-Zempléni Nektár Leader Nonprofit kft. v Vidékfejlesztési miniszter. , Reference for a preliminary ruling: Fővárosi közigazgatási és munkaügyi bíróság - Hungary. , Agriculture - Regulation (EC) No 1698/2005 - EAFRD - Requirements relating to the legal form of local action groups - Amendment of those requirements - Competence of the Member States - Limits. , Case C-24/13.
62013CO0167,Order of the Court (Eighth Chamber) of 28 November 2013. , Disciplinary proceedings - Jean Devillers. , Reference for a preliminary ruling: Conseil régional d'expression française de l'ordre des médecins vétérinaires - Belgium. , Reference for a preliminary ruling - Article 53(2) of the Rules of Procedure of the Court of Justice - Conseil régional d'expression française de l'ordre des médecins vétérinaires - Concept of ‘court or tribunal of a Member State’ within the meaning of Article 267 TFEU - Lack of jurisdiction of the Court. , Case C-167/13.
62009CO0038,Order of the Court (Eighth Chamber) of 10 October 2013.,Community Plant Variety Office v Ralf Schräder.,Taxation of costs.,Case C‑38/09 P-DEP.
62013CO0082,Order of the Court (Sixth Chamber) of 7 October 2013. , Società cooperativa Madonna dei miracoli v Regione Abruzzo and Ministero delle Politiche Agricole e Forestali. , Reference for a preliminary ruling: Consiglio di Stato - Italy. , Request for a preliminary ruling - Common agricultural policy - Joint actions - Non-payment of financial aid by the Commission - Withdrawal by a Member State of its contribution - Question of fact - Internal situation - Manifest lack of jurisdiction of the Court - Description of the factual context - Insufficiency - Hypothetical question - Manifest inadmissibility. , Case C-82/13.
62011CO0584,Order of the Court (Fifth Chamber) of 7 May 2013. , Dow AgroSciences Ltd and Others v European Commission. , Appeal - Plant protection products - Active substance trifluralin - Non-inclusion in Annex I to Directive 91/414/EEC - Decision 1999/468/EC - Article 5. , Case C-584/11 P.
62012CO0542,Order of the Court (Ninth Chamber) of 8 May 2013. , Criminal proceedings against Giorgio Fidenato. , Reference for a preliminary ruling: Tribunale di Pordenone - Italy. , Article 99 of the Rules of Procedure - Directive 2002/53/EC - Common catalogue of varieties of agricultural plant species - Genetically modified organisms (GMOs) entered in the common catalogue - Regulation (EC) No 1829/2003 - Article 20 - Existing products - Directive 2001/18/EC - Article 26a - Measures to avoid the accidental presence of genetically modified organisms. , Case C-542/12.
62012CO0154,Order of the Court (Ninth Chamber) of 21 February 2013. , Isera &amp; Scaldis Sugar SA and Others v Bureau d'intervention et de restitution belge. , Reference for a preliminary ruling: Tribunal de première instance de Bruxelles - Belgium. , Article 99 of the Rules of Procedure - Agriculture - Common organisation of markets - Sugar - Regulation (EC) No 318/2006 - Article 16 - Regulation (EC) No 1234/2007 - Article 51 - Imposition of a charge on production - Validity - Lack of legal basis - Failure to state clear and unequivocal reasons - Infringement of the principle of non-discrimination - Infringement of the principle of proportionality. , Case C-154/12.
62011CO0650,Order of the Court (Tenth Chamber) of 10 January 2013. , Ilgvars Brunovskis v Lauku atbalsta dienests. , Reference for a preliminary ruling: Augstākās tiesas Senāts - Latvia. , Common agricultural policy - Regulation (EC) No 1782/2003 - Implementation of support schemes in the new Member States - Complementary national direct payments - Conditions for grant - Regulation (EC) No 1973/2004 - Inapplicable. , Case C-650/11.
62011CO0593,Order of the Court (Sixth Chamber) of 13 December 2012.,Alliance One International; Inc. v European Commission.,Appeal — Competition — Agreements; decisions or concerted practices — Italian market for the purchase and first processing of raw tobacco — Price-fixing and market-sharing — Attributability of unlawful conduct of subsidiaries to their parent companies — Presumption of innocence — Rights of defence — Obligation to state reasons.,Case C‑593/11 P.
62012CO0318,Order of the Court (Eighth Chamber) of 22 November 2012.,Reference for a preliminary ruling — Conseil régional d'expression française de l’ordre des médecins vétérinaires (Belgium) — Interpretation of Articles 3 and 8 of Council Regulation (EC) No 1/2005 of 22 December 2004 on the protection of animals during transport and related operations and amending Directives 64/432/EEC and 93/119/EC and Regulation (EC) No 1255/97 (OJ 2005 L 3; p. 1) — Question referred for a preliminary ruling by a professional association — Concept of court within the meaning of Article 267 TFEU — Jurisdiction of the Court — Insufficient as to facts and law — Admissibility of the question.,Reference for a preliminary ruling — Failure to set out the factual and legal context of the main proceedings — Manifest inadmissibility.,Case C‑318/12.
62011CO0491,Order of the Court (Fifth Chamber) of 27 June 2012.,Fuchshuber Agrarhandel GmbH v European Commission.,Appeal — Common Agricultural Policy — Purchase of maize from the Hungarian intervention agency — Insufficient stocks — Alleged failure by the Commission in its obligation to conduct checks — Non-contractual liability.,Case C-491/11 P.
62010CO0519,Order of the Court (Seventh Chamber) of 18 November 2011. , Giovanni Colapietro v Ispettorato Centrale Repressioni Frodi. , Reference for a preliminary ruling: Tribunale di Bari - Italy. , Reference for a preliminary ruling - Articles 92(1); 103(1) and the second subparagraph of 104(3) of the Rules of Procedure - Wine sector - Regulation (EEC) No 822/87 and Regulation (EC) No 343/94 - Answer to the question admitting of no reasonable doubt - Manifest inadmissibility. , Case C-519/10.
62009CO0535,Order of the Court (Eighth Chamber) of 23 March 2011.,Republic of Estonia v European Commission.,Appeal - Sugar - Determination of surplus quantities of sugar; isoglucose and fructose for the new Member States.,Case C-535/09 P.
62007CO0309,Order of the Court (Fifth Chamber) of 17 March 2011.,Baumann GmbH.,Procedure - Application for interpretation - Inadmissibility.,Case C-309/07 INT.
62009CO0451,Order of the Court (Eighth Chamber) of 12 May 2010. , Pigasos Alieftiki Naftiki Etaireia v Council of the European Union and European Commission. , Appeal - Non-contractual liability - Proof of Community origin of products fished by a vessel owned by a company registered under Greek law - Failure to adopt provisions permitting the customs authorities of the Member States to accept documents issued by a non-Member State; other than form T2M. , Case C-451/09 P.
62008CO0517,Order of the Court (Second Chamber) of 15 April 2010. , Makhteshim-Agan Holding BV and Others v European Commission. , Appeal - Directive 91/414/EEC - Non-inclusion of endosulfan in Annex I to that directive - Withdrawal of marketing authorisations - Appeal manifestly unfounded. , Case C-517/08 P.
61998CO0064,Order of the Court (Second Chamber) of 20 May 2010. , Odette Nicos Petrides Co. Inc. v European Commission. , Application for revision - Rules of the Court of Justice governing languages - Manifest inadmissibility. , Case C-64/98 P-REV.
62009CO0039,Order of the Court (Seventh Chamber) of 22 March 2010. , Société des plantations de Mbanga SA (SPM) v Council of the European Union and European Commission. , Appeal - Article 119 of the Rules of Procedure of the Court of Justice - Non-contractual liability of the Community - Common organisation of the banana market - Arrangements for importing bananas originating in ACP countries into the Community - Loss allegedly suffered by an independent producer - Failure to comply with the rules on competition in the field of the common agricultural policy - Infringement of general principles of law and; in particular; of the principle of sound administration - Appeal manifestly inadmissible or manifestly unfounded. , Case C-39/09 P.
62009CO0069,Order of the Court (Fifth Chamber) of 22 January 2010. , Makhteshim-Agan Holding BV; Makhteshim-Agan Italia Srl and Magan Italia Srl v European Commission. , Appeal - Directive 91/414/EEC - Positive list - Azinphos-methyl - Decision 1999/468/EC - Commission letter - Decision not to continue the evaluation procedure - Act which may be the subject of an action for annulment - Appeal clearly unfounded. , Case C-69/09 P.
62008CO0444,Order of the Court (Seventh Chamber) of 26 November 2009. , Região autónoma dos Açores v Council of the European Union. , Appeals - Article 119 of the Rules of Procedure - Council Regulation (EC) No 1954/2003 - Actions for annulment - Inadmissibility - Regional or local body - Measures of direct and individual concern to that body - Appeal in part clearly inadmissible and clearly unfounded. , Case C-444/08.
62005CO0326(01),Order of the Court (Third Chamber) of 3 September 2009. , Industrias Químicas del Vallés; SA v Commission of the European Communities. , Taxation of costs. , Case C-326/05 P-DEP.
62008CO0355,Order of the Court (Eighth Chamber) of 5 May 2009. , WWF-UK Ltd v Council of the European Union. , Appeal - Regulation (EC) No 2371/2002 - Consultation of Regional Advisory Councils concerning measures governing access to waters and resources and the sustainable pursuit of fishing activities - Regulation (EC) No 41/2007 - Fixing for 2007 of the total allowable catches for cod - Dissenting minority view recorded by members of a Regional Advisory Council in the RAC report on those total allowable catches - Action for annulment of Regulation No 41/2007 brought by such a member - Inadmissibility - Appeal clearly unfounded. , Case C-355/08 P.
62008CO0372,Order of the Court (Eighth Chamber) of 5 May 2009. , Atlantic Dawn Ltd and Others v Commission of the European Communities. , Appeal - Regulation (EC) No 147/2007 - Reduction in mackerel quotas allocated to Ireland for years 2007 to 2012 - Action for annulment of Regulation No 147/2007 brought by a group of Irish fishermen comprising 20 out of 23 licence holders from the Refrigerated Sea Water pelagic fleet - Inadmissibility - Appeal clearly unfounded. , Case C-372/08 P.
62008CO0060,Order of the President of the Court of 24 March 2009. , Cheminova A/S and Others v Commission of the European Communities. , Appeal - Application for interim measures - Withdrawal of marketing authorisations for plant protection products containing malathion - Admissibility - Urgency. , Case C-60/08 P(R).
62007CO0175,Order of the Court (Sixth Chamber) of 6 October 2008.,SA des sucreries de Fontaine-le-Dun-Bolbec-Auffay (SAFBA) and Others v Directeur général des douanes et droits indirects and Receveur principal des douanes et droits indirects de Gennevilliers.,Reference for a preliminary ruling: Tribunal de grande instance de Nanterre - France.,Article 104(3) of the Rules of Procedure - Sugar - Production levies - Detailed rules for the application of the quota system - Taking into account of the quantities of sugar contained in processed products - Determination of the exportable surplus - Determination of the average loss.,Joined cases C-175/07 to C-184/07.
62006CO0200,Order of the Court (Sixth Chamber) of 6 October 2008.,Raffinerie Tirlemontoise SA v Bureau d’intervention et de restitution belge (BIRB).,Reference for a preliminary ruling: Tribunal de première instance de Bruxelles - Belgium.,Article 104(3) of the Rules of Procedure - Sugar - Production levies - Detailed rules for the application of the quota system - Taking into account of the quantities of sugar contained in the processed products - Calculation of the exportable surplus - Calculation of the average loss.,Case C-200/06.
62006CO0466,Order of the Court (Sixth Chamber) of 6 October 2008.,Société Roquette Frères SA v Direction générale des douanes et droits indirects and Recette principale de Gennevilliers de la direction générale des douanes et droits indirects.,Reference for a preliminary ruling: Tribunal de grande instance de Nanterre - France.,Article 104(3) of the Rules of Procedure - Common organisation of the markets in the sugar sector - Isoglucose - Setting of basic quantities for the allocation of production quotas - Isoglucose produced as an intermediate product - Article 24(2) of Regulation (EEC) No 1785/81 - Article 27(3) of Regulation (EC) No 2038/1999 - Article 1 of Regulation (EC) No 2073/2000 -Article 11(2) of Regulation (EC) N0 1260/2001 - Article 1 of Regulation (EC) No 1745/2002 - Article 1 of Regulation (EC) No 1739/2003 - Production levies - Detailed rules for the application of the quota system - Account taken of the quantities of sugar in processed products - Determination of the exportable surplus - Determination of average loss.,Case C-466/06.
62008CO0207,Order of the Court (Sixth Chamber) of 11 July 2008. , Criminal proceedings against Edgar Babanov. , Reference for a preliminary ruling: Panevėžio apygardos teismas - Lithuania. , Article 104(3) of the Rules of Procedure; first subparagraph - Agriculture - Free movement of goods - National legislation prohibiting the cultivation of any type of hemp. , Case C-207/08.
62007CO0109,Order of the Court (First Chamber) of 14 May 2008. , Jonathan Pilato v Jean-Claude Bourgault. , Reference for a preliminary ruling: Prud’homie de pêche de Martigues - France. , Meaning of court or tribunal of a Member State - Lack of jurisdiction of the Court of Justice. , Case C-109/07.
62007CO0023,Order of the Court (Second Chamber) of 12 June 2008.,Confcooperative Friuli Venezia Giulia and Others v Ministero delle Politiche agricole; alimentari e forestali and Regione Friuli-Venezia Giulia.,Reference for a preliminary ruling: Tribunale amministrativo regionale del Lazio - Italy.,Agriculture - Regulations (EC) Nos 1493/1999; 753/2002 and 1429/2004 - Common organisation of the market in wine - Labelling of wines - Use of names of vine varieties or synonyms thereof - Geographical indication 'Tokaj' for wines originating in Hungary - Possible use of vine variety name 'Tocai friulano' or 'Tocai italico' in addition to the geographical indication of certain wines originating in Italy - Exclusion after a transitional period of thirteen years expiring on 31 March 2007 - Validity - Legal basis - Article 34 EC - Principle of non-discrimination - Principles of international law on treaties - Accession of Hungary to the European Union - Articles 22 to 24 of the TRIPs Agreement.,Joined cases C-23/07 and C-24/07.
62007CO0479,Order of the President of the Court of 28 February 2008. , French Republic v Council of the European Union. , Applications for interim measures - Application for suspension of operation of a measure - Fisheries policy - Regulation No 809/2007 - Concept of ‘drift-net’ - Whether ‘thonaille’ nets included - Urgency. , Case C-479/07 R.
62007CO0236,Order of the President of the Court of 23 January 2008. , Sumitomo Chemical Agro Europe SAS v Commission of the European Communities. , Appeal - Application for interim measures - Application for suspension of operation - Directive 91/414/EEC - Directive 2006/132/EC - Active substance procymidone - Urgency. , Case C-236/07 P(R).
62006CO0421,Order of the Court (Third Chamber) of 8 November 2007. , Fratelli Martini &amp; C. SpA and Cargill Srl v Ministero delle Politiche agricole e forestali and Others. , Reference for a preliminary ruling: Consiglio di Stato - Italy. , First subparagraph of Article 104(3) of the Rules of Procedure - Judgment of the Court declaring a Community provision invalid - Obligations of the institutions - Animal health and public health requirements - Compound feedingstuffs for animals - Indication; on the label; of the percentages in weight of the raw materials present in the feedingstuff; with a tolerance of ± 15% of the declared value - Prohibition on misleading the consumer. , Case C-421/06.
62007CO0100,Order of the Court (Third Chamber) of 4 October 2007. , É. R.; O. O.; J. R. and Others v Council of the European Union and Commission of the European Communities. , Appeal - Non-contractual liability of the Community - Bovine spongiform encephalopathy - Lack of adequate measures taken by the Council and the European Commission to prevent the spread of the disease - Appeal manifestly unfounded. , Case C-100/07 P.
62007CO0099,Order of the Court (Sixth Chamber) of 23 May 2007. , Smanor SA; Hubert Ségaud and Monique Ségaud v Commission of the European Communities. , Appeal - Action for failure to act. , Case C-99/07 P.
62006CO0459,Order of the President of the Court of 3 April 2007. , Vischim Srl v Commission of the European Communities. , Appeal - Interim measures - Application for suspension of operation - Directive 91/414/EEC - Fresh application for interim measures - New facts - Urgency - None. , Case C-459/06 P(R).
62005CO0162,Order of the Court (Sixth Chamber) of 12 January 2006. , Entorn; Societat Limitada Enginyeria i Serveis v Commission of the European Communities. , Appeal - EAGGF - Financial participation in a demonstration project concerning the introduction of new cultivation techniques in sumac production - Withdrawal of financial aid. , Case C-162/05 P.
62005CO0418,Order of the Court (Sixth Chamber) of 7 November 2006. , Centro Provincial de Jóvenes Agricultores de Jaén (ASAJA) and Others v Council of the European Union. , Appeal - Regulation (EC) No 864/2004 - Action for annulment - Support scheme in the olive oil sector - Natural and legal persons - Not individually concerned. , Case C-418/05 P.
62003CO0261,Order of the Court (Fourth Chamber) of 18 November 2004.,Allevamenti Associati Srl v Regione Emilia-Romagna (C-261/03) and Latteria Sociale Moderna Soc. coop. arl v Azienda di Stato per gli interventi nel mercato agricolo (AIMA) and Others (C-262/03).,Reference for a preliminary ruling: Tribunale amministrativo regionale per l'Emilia-Romagna - Italy.,Reference for a preliminary ruling - Article 104(3) of the Rules of Procedure - Milk and milk products - Additional levy scheme - Treatment and processing by a dairy in performance of a contract for services - "Delivery' and "direct sale'.,Joined cases C-261/03 and C-262/03.
62002CO0446,Order of the Court (Third Chamber) of 30 April 2004. , Hauptzollamt Hamburg-Jonas v Gouralnik &amp; Partner GmbH. , Reference for a preliminary ruling: Bundesfinanzhof - Germany. , Article 104(3) of the Rules of Procedure - Agriculture - Common organisation of the markets - Export refunds - Inaccurate declaration - Consequences for the validity of the declaration. , Case C-446/02.
62002CO0381,Order of the Court (First Chamber) of 29 January 2004. , Association comité économique régional agricole fruits et légumes de Bretagne (Cerafel) v François Faou and GAEC de Kerlidou. , Reference for a preliminary ruling: Cour d'appel de Caen - France. , Article 104(3) of the Rules of Procedure - Agriculture - Common organisation of the markets - Fruit and vegetables - Producers' organisation - Extension of the rules governing production and marketing - Imposition of membership fees - Non-member producers. , Case C-381/02.
61989CO0104,Order of the Court (Third Chamber) of 6 January 2004. , J.M. Mulder and Others v Council of the European Union and Commission of the European Communities. , Taxation of costs. , Case C-104/89 DEP.
62003CO0069,Order of the Court (Second Chamber) of 8 January 2004. , Caseificio Cooperativo di Cornedo Soc.coop.arl v Ministero delle Finanze. , Reference for a preliminary ruling: Corte d'appello di Venezia - Italy. , Article 104(3) of the Rules of Procedure - Regulations (EEC) Nos 1079/77 and 1822/77 - Co-responsibility levy on cows' milk - Concept of delivery to a purchaser. , Case C-69/03.
62003CO0365,Order of the President of the Court of 21 October 2003. , Industrias Químicas del Vallés SA v Commission of the European Communities. , Appeal - Procedure for interim relief - Application for suspension of operation - Plant-protection products - Active substances - Metalaxyl. , Case C-365/03 P(R).
62002CO0258,Order of the Court (Fifth Chamber) of 12 December 2003. , Bactria Industriehygiene-Service Verwaltungs GmbH v Commission of the European Communities. , Appeal - Regulation (EC) No 1896/2000 - Biocidal products - Action for annulment - Inadmissible - Appeal manifestly unfounded. , Case C-258/02 P.
62002CO0082,Order of the Court (First Chamber) of 27 February 2003. , Agence maritime Lalemant NV v Malzfabrik Tivoli GmbH; Malteurop GIE and Belgisch Interventie- en Restitutiebureau and Malzfabrik Tivoli GmbH v Belgisch Interventie- en Restitutiebureau. , Reference for a preliminary ruling: Hof van Cassatie - Belgium. , Article 104(3) of the Rules of Procedure - Agriculture - Export refunds - Conditions for payment - Leaving the geographical territory of the Community - Definition. , Case C-82/02.
62001CO0151,Order of the Court (Second Chamber) of 30 January 2002. , La Conqueste SCEA v Commission of the European Communities. , Community protection of geographical indications - Regulation (EC) No 1338/2000 - Registration of the name Canard à foie gras du Sud-Ouest - Inadmissibility of the action for annulment - Appeal manifestly unfounded. , Case C-151/01 P.
61999CO0208,Order of the Court (Sixth Chamber) of 27 November 2001. , Portuguese Republic v Commission of the European Communities. , EAGGF; Guidance Section - Commission decision cancelling financial assistance granted under Article 8 of Regulation (EEC) No 4256/88 - Action for partial annulment on grounds of the designation of a Member State as addressee - Manifest inadmissibility. , Case C-208/99.
62000CO0430,Order of the President of the Third Chamber of the Court of 13 November 2001. , Anton Dürbeck GmbH v Commission of the European Communities. , Appeals - Common organisation of the markets - Bananas - Importation from ACP States and third countries - Request for additional licences - Case of hardship - Transitional measures - Article 30 of Regulation (EEC) No 404/93 - Limitation of damages - Action for annulment. , Case C-430/00 P.
62000CO0030,Order of the Court (First Chamber) of 11 October 2001. , William Hinton &amp; Sons Ldª v Fazenda Pública. , Reference for a preliminary ruling: Supremo Tribunal Administrativo - Portugal. , Article 104(3) of the Rules of Procedure - Post-clearance recovery of import duties - Entry in the accounts of the import duties to be collected - Expiry of the time-limit for taking action for recovery - Article 254 of the Act of Accession of Spain and Portugal - Obligation incumbent on the Portuguese Republic to proceed; at its own costs; to the elimination of certain stocks of product. , Case C-30/00.
61999CO0351,Order of the Court (Second Chamber) of 28 June 2001. , Eridania SpA and Others v Council of the European Union. , Appeal - Common organisation of the markets in the sugar sector - Storage costs system - Authorisation to grant national aid - Withdrawal - Marketing year 1995/1996 - Action brought by sugar producers - Acts of direct and individual concern to them - Provision fixing the amount of compensation for sugar storage costs - Inadmissibility. , Case C-351/99 P.
